text,category
"שלום,רציתי לדעת כמה יעלה להחזיק דרכם תיבת דואר שאני יוכל לעשות דרכה רשימות תפוצה.מקסימום גודל של התיבה 5 גיגה.הקבצים שאני שולח הם בנפחים 5-15 מגה. תודה חגי",
מעוניין בחשבון שותף,
"ברצוני להרשם כמנוי,היה לי חשבון התנסות על שם 2succcess",
מעוניינת לברר על המערכת בעיקר דרישות עיצוביות,
אבקש להתייעץ בנושא העברת פעילות אליכם. כמה שאלות לי.,
האם יש ממשק באנגלית,support
"לכבוד חברת ישראטק שלום ,קיבלנו המלצה חמה לשימוש בישראטק על ידי הלקוח שלכם אמציה כהן הוצאה לאור. אנו מעוניינים לקבל הסבר בטלפון והצעת מחיר לפי הצרכים שלנו. נודה לטלפון חוזר ליו""ר האגודה עמליה הדרי 0522209207 או לאדמיניסטרטיבית האגודה ליזי בטלפון 097654",sales
קיבלתי הודעות ממספר מכרים כי ההודעות שאני מוציא מהישראטק הולכות אוטומטית לדואר הזבל.איך מונעים את זה?,support
"צרו בבקשה קשר, יש לי כמה שאלות לגבי ניוזלטר. תודה",
"שלום,ברצוני לבחון אפשרות להסתייע בשירות ישראטק אולם אבקש לברר עוד דבר או שניים בטרם אצטרף לשירות. אודה לכם אם תואילו לשוב אליי טלפונית בעניין.תודה ה ויום מקסים!",
"שאלה נוספת- האם לקוחות יכולים להצטרף לרשימת התפוצה שלנו באמצעות מייל, (ולא באמצעות האינטרנט)?",support
"שלום ,1. אשמח לתזכורת מה גודל החבילה שרכשנו, תנועת ""אם תרצו""?2. מה הכוונה במיילים חסומים? האם הכוונה שהמשתמשים עצמם חסמו את קבלת המייל? והאם הם מוסרים אוטומטית מהרשימה אם המייל לא נשלח אליהם?תודה",support
"שלום,אני מעוניין לקבל הצעת מחיר על שירות שליחת ניוזלטר של האגודה לסוכרת נעורים (סוג 1) בישראל.תודה.",sales
"שלום ,ברצוני לברר בטרם רכישה מספר שאלות: 1. האם יש לי אפשרות לייבא את הנתונים לאקסל (בעברית)  ? 2. במידה ואחליט מסיבה כלשהי להפסיק את השרות דרכם, האם כתובות המייל שנאספים באמצעות האתר מועברים אליי ?  כיצד ? 3. האם התשלום הוא חודשי ? שנתי ? 4. אם",support
"שלוםנשמח לקבל פרטים על אפשרויות דיוור באמצעותכם.אנו חברת תיירות ואירועים כאשר קהל היעד הינו מנהלות משאבי אנוש ורווחהבברכהעינת אילוןמנהלת ""מחלקה ראשונה""תיירות אירועים ונופש",
שלום לאחרונה אני מקבל מכם מיילים הכוללים פרסומת. מעולם לא נרשמתי למערכת שלכם או של לקוחותיכם לקבלת מיילים אלו. כמו כן אתם פועלים בניגוד לחוק בכך שהמלה פרסומת לא מופיעה במייל. אני מבקש לקבל אסמכתא לרישום הכוללת IP ומועד הרשמה.,block
נא  לא לישלוח מיילים !!! תודה,
אבקש לקבל מידע אודות ישראטק.,
REMOVE ME FROM YOUR MAILING LIST,block
"ותיי, ביקשתי מכם כבר כמה פעמים להסיר את כתובתי מרשימת התפוצה שלכם, אני מקבל הודעות שכתובתי הוסרה, אבל, אני ממשיך לקבל מכם מכתבים, נא להסיר את כתובתי אחת ולתמיד מרשימת התפוצה שלכם.",block
אשמח שתתקשרו בבקר עד 10 תודה ורד,
כבר מסרתי את פרטי בשיחת טלפון,
"בתהליך היקירות עם המערכת שלכם, לא מצליח למצוא מיקום עריכת טופס ההרשמה",
"שלוםאשמח לקבל אינפורמציה על ממשק השירות שלכם אם אתרי דרופל.אנא צרו קשר במייל - אני גרה בחו""ל והמספר טלפון הוא של קרובים.",
הודעה שניה אליכם !אנא צרו עימי קשר בנוגע לטעות בחשבונית,
"היי מי,נא חזרי אלי על מנת להפעיל מחדש את החשבוןבברכהמירה052-6960008",
מעונינת לדעת מחיר פרסום,sales
"שלום ,ברצוני לדעת האם אתם ממליצים על double optin ראיתי שבאתר של דר   הרישום הוא לא כפול. מה דעתכם בנושא זה?",support
"שלום ,מעוניין לפתוח חשבון שותף משלם.",
נא להסיר אותי מייד מהתפוצה!!,block
"ברצוני לפתוח חשבון שותף ממליץ על שמי - עירית שריר, יועצת שיווקית.וחשבון שותף ממליץ נוסף עבור יעקב איתי סמלסון - מומחה לשיווק מתקדם באינטרנטyakov@webmarketing4biz.com054-2562601תודה, עירית",
אני מבקשת בכל לשון של בקשה להסיר אותי מרשימת התפוצה שלכם.,block
"אני יו""ר של ארגון המקהלות בישראל - הלל. אנחנו מפיצים מדי שבועיים ניוזלטר לכל חברינו, כאשר הוא מגיע כשני קבצי וורד, ואשמח לשמוע על שיטת השיווק שלכם (אגב, ההפצה שלנו אינה למטרות מכירה).",
אין באפשרותי להתחיל את הקורס הקרוב אני יהיה איתכם בקשר כשזה יהיה רלוונטי תודה,
אני מקבלת לאחרונה הה מיליים מאנשים שאני לא מכירה אבל מה שמשותף לאותם מיליים זה שהשולחים הגיעו אלי דרך האתר הזה.אבל אני אף פעם לא נרשמתי אליו.אז למה אני מופיעה אצלכם?אודה לתשובה מהירה,
"אני דורש מכם להסיר את כתובתי מכל (!) רשימת דיוור שלכם ולהימנע מנלשוח אלי כל מייל בעתיד, אלא אם ביקשתי זאת במפורש.קיבלתי מכם מייל לא רצוי, השתמשתי במחיקה מהרשימה וכאן דרישתי, אשר אם לא תאושר על ידכם ותמולא כרצוני - אפנה בתלונה נגדכם על הפרת החוק.",block
"שלום אני השתמשתי במערכת ישראטק כחודשיים במסגרת מתנה שקיבלתי בהשתתפות בקורס של אמיר הרדוף ואיתי פז .הכנסתי למערכת רשימה של 20 טלפונים תחת רשימה ""לצמוח מתוך המחלה"" אני מעוניינת לקבל את הרשימה בבקשה מאחר ואיני מאתרת חלק מהמיילים שהזנתי ברשימה.מנוי bnlpתו",
"אמי,שמיר שולמית,הינה קשישה בת 92 ועברה לגור בביתי ,כיצד אני יכולה להעביר את כתובתה לרחוב מנדלי 17 חיפה 32448 במקום הדאר שמגיע לרחוב בן יהודה 11 חיפה ששם התגוררה שנים ות. הדאר שמגיע לרחוב בן יהודה נזרק על הרצפה ולא מועבר אליה כלל. מודה לכם על תשובתכם ואם",
האם אני יכולה להשתמש במערכת זו לעבודה עם שיתופי פעולה -ובכך לעקוב אלו מכירות בוצעו מאתרים שמשתפים איתי פעולה?,support
"לפני שאני פותח חשבון התנסות אני 3 שאלות מאד עיקריות1) האם יש אפשרות לצרף קבצי PDF למיילים.2) האם יש לכם במערכת אפשרות בשליחות האוטומטיות לבטל שליחה בימי שבתות וחגים.3)האם יש אפשרות בשליחה אוטומטי לשלוח לפי ימים, לדוגמה אני רוצה להטעין סדרה של ",support
מעוניינת בהצעת מחיר עבור ניהול ושליחת ניוזלטר חודשי. אשמח להצעת מחיר עוד היום. תודה ה,sales
נא להסירני מרשימת תפוצהתודה,block
"אבקש להפסיק את שליחת המיילים לכתובת המייל שלי,תודההודיה",block
שלום אתמול מיקי נתן לי הצעת מחיר ורציתי לסגור את הנושא- וגם לוודא עוד משהו. אנא חזרו אליי.דובב,sales
"האםיש לכם מחירים מיוחדים ומופחתים למלכ""רים?",sales
נא להסיר !!! את המייל שלי מכול רשימות התפוצה שלכם !!!,block
הי. אני צריך מנגנון להפצת ניוזלטר פעם בעון לכ5000 לקוחות באמייל.כמה זה עולה לנו?..,
היי אבקש לחזור אליי ברצוני לרכוש את תוכנת הדיוור אם אפשר אחרי השעה 2 וחצי תודה מיכלי,
"יותם בהמשך למה שדיברנו היום שלח לי לי אי מייל לדוגמא כיצד זה ייראה ללקוח. אני רוצה לדעת כיצד זה יראה ואיזו לחיצות צריך לבצע ע""מ לגלות זה דרככם",
"שלום, יש לי כ 25000 מיילים ואני מעוניין לשלוח 2 ניזולטרים בחודש. אין לי בעיה לפצל את זה נניח לשתי רשימות של 13000 ולשלוח אחת אחר השנייה אם זה מקל. לא כ""כ הבנתי דרך האתר כמה זה יעלה לי.דובב",sales
"שלוםזאת הפעם החמישית או השישית באני מקבלת מייל מהמערת שלכם,אני דורשת- באופן מיידי ותמידי שתורידו אותי מכל- כל!- הרשימות שלכם . לעולם לא נרשמתי ואני כל פעם נכנסת ויוצאת מרשימות תפוצה הזויות שלכם",block
"מעוניינת בהצעת מחיר והסבר על המערכת לעסק שלנו, אודה אם תחזרו אלי",sales
שלוםאנו גוף התנדבותי מקומי בנושא צרכנות נבונהבכוונתינו להגיע לכ 5000 מדווריםמהי העלות החודשית?תודה,
"שלום, אני מעוניינת לבנות ניוזלטר, אין לי אתר אינטרנטכיצד אתם יכולים לסייע לי בזה?אשמח לתשובה,מורן",
"אשמח לקבל פרטים נוספים ולפתוח חשבון התנסות, לאחר שאוכל לשאול כמה שאלון טכניות.תודה רויטל",
צריך שמשהו מהמכירות יצור אתי קשר בדחיפות...,
"שלום, ביקשתי להסיר את כתובתי מרשימת התפוצה של משפחה בריאה אבל אני ממשיכה לקבל מיילים ברמה יומיומית info@healthyfamily.co.ilאנא הסירו את שמי.",block
מבקש להסיר אותי מרשימת התפוצה שלכם!!!,block
http://webworkoxana.com/html_test/index.html,
"אתם לא עונים בטלפון, יש לי שאלות על המערכת",
שלוםמעוניין לקבל גירסת נסיוןבנוסף אני מעוניין לדעת האם  ניתן להתחבר למערכת שלכם דרך תוכנת צד ג בC# PHP וכו..במערכת שלי יש בין 1000 ל 4000 נמענים אני צריך לשלוח לכול נמען מייל אישי יחודי,sales
בקשר לתוכניות שותפים,coop
תודה על תשומת הלב בענין אפליקצית SPONSER באייפון,
"שלום ,אני מעוניין לוודא שחויבתי באשראי רק פעם אחת ולא פעמיים -מתן מ שיווק ירין שחף תודה ה",
נא הסירו אותי מרשימת התפוצה - בתודה,block
"שלוםאני מנכ""ל חברת בא בטוב.אנו מדוורים למעלה מ 1.5 מליון מיילים בחודשואני מעוניין לקבל פרטים.",
מעוניין לקבל פרטים לגבי השרות שלכם,
שלום . צרו קשר . תודה אלי דן,
מעוניין בהצעת מחיר.,sales
מעוניין להיות שותף ממליץ.אני עוסק ב:בניית אתרים וקידומם.שיפור יחס המרה מבני וטקסטואלי.מלמד שיווק באינטרנט.ורוב הקהל שלי שייך למועדון לקוחות.תודהגיא הרדוף,
"אבקש להסיר לאלתר את כתובת האי-מייל מרשימות התפוצה שלכם, כל רשימת תפוצה באשר היא, ולהפסיק למכור את פרטי האישיים תמורת בצע כסף.",block
מעוניינת בפרטים,
איזה סטטיסטיקות יש לכם במערכת על המיילים הנשלחים ?,
"שלום, יש לי מספר שאלות לגבי טופסי הרשמה ולגבי סיוע שאתם מציעים לגבי שימוש אופטימאלי בתוכנה. אשמח מאוד להיות אתכם בקשר, לא תופסת אתכם בטלפון. יום נפלא",
"שלום ,אבקש לשנות אצלכם את פרטי אשת הקשר מטעם הפסטיבל הבינלאומי לסרטי נשים ברחובות. נא לשנות מסיגל sigal@iwff.net לענת anat@iwff.netבמידה ויש בעיה אנא צרו עימי קשר.תודה,ענתמנכ""להפסטיבל הבינלאומי לסרטי נשים",support
רציתי לשלם ולהתחיל לעבוד עם ישראטק.צרו איתי קשר מחר אחרי 12:00 תודהאיריס חן,
"שלום,אבקש ליצור איתי קשר - אפשרי גם באמצעות המייל בנוגע לחבילת משלוח הודעות ללקוחות הרשת הרשומים.כיוון שמאגר הלקוחות שלנו נבנה כרגע אני רוצה להתייעץ עם נציג שלכם לגבי חבילה מותאמת / חבילה משתנה.בברכה,שרון גולן,רשת ספגטים",
"היי,אנו לקוחות שלכם ומרוצים מהעבודה עם המערכת.יחד עם זאת אנחנו מחפשים  את האפשרות לשלוח קובץ מצורף למסרים, יש לכם משהוא עתידי בכיוון? האם לחכות או אין למה?אשמח לשמוע מכם בנושא,תודהישראל",support
שלום אשמח לדעת כמה אצטרך לשלם עבור דיוור של בין 60000-100000סהכ בחודשמדובר על כ20 משלוחים בחודש של כ5000 כתובותתודה,
"שלום ,קיבלתי אימייל של ניוזלטר ""עליית גג"" שנשלח דרך האתר שלכם.מעולם לא ביקשתי או הסכמתי לקבל את הניוזלטר הזה. זוהי עבירה על ""חוק הספאם"".אבקש לא לשלוח לי לכתובת הנ""ל שום אימייל פרסומי מעתה והלאה.אנא מחקו את הכתובת הנ""ל מכל מאגרי המידע שלכם.תודה",block
ברצוני לנסת את המערכת ללא התחייבות  שלכם ולקבל לווי למשלוח ניוזלטר ראשוןתודהשרה,
שלוםפגשתי אתכם אתמול בכנס בירושליים ואשמח לקבל הצעה לדיוור חודשי של כ 10000-15000 יוזרים. תודה,
שלום אשמח לקבל מידע אודות אופן שליחת ניוזלטר בברכהדנה,
מעוניינת לקבל הצעת מחיר,sales
"הי, האם לנרשם שלא רשם את שמו אני עדיין יכול לכתוב מסר עם [[שם]] ? האם הוא יראה שם שדה ריק או שהוא יראה את התבנית הגולמית [[שם]]?",support
האם עיצוב הדף יכול להיות גרפיקה חיצונית שלי או שהדף יכול להיות רק מתבניות קיימות?,support
אני מקבל מסרים פרסומיים מאתרים שמשתמשים בכם ללא שום אישור מצידי - לדוגמא מ אורנה אדורם - ציירת <orna@adoramorna-art.com>מי זו לעזאזל? נא להעיף אותי מהרשימות שלכםעומר,
"רוב שלומות,אנא צרו קשר בנושא דיוור ישיר ללקוחותנותודה ויום נפלאאיל שחר050-2502120ערוגות הבושם - הפקות ותיירות בע""מ כנסים, נופשים, אירועים וימי גיבוש www.arugot-habosem.co.il",
אין לי מושג איך יש לכם במאגרים את המייל שלי - אבל אם אני אראה עוד פעם אחת מייל שנשלח אליי דרככם מחכה לכם יופי של תביעה.ספאמרים,block
"שלום. קיבלתי דרכם מייל עם פרסומת. מעולם לא צירפתי את השם שלי לרשימת תפוצה שלכם. אני הולכת להתלונן נגדכם בצירוף הפרטים הרלוונטיים, יש על זה קנס בימינו, לידיעתכם. אם יש לכם תגובה כלשהי זה יהיה נפלא, למען ההגינות.תודה!",
"שלום ,היום הייתה הפעם השלישית שהיקשתי לצאת מרשימת הדיוור שלכם.במידה ואקבל עוד אימייל אתחיל בהליכים משפטיים, מכוון שנראה לי שזה מחוץ לחוק, לא?",block
"בזמנו רכשנו מערכת ישראטקהגורם שתפעל אותה כבר לא איתנוכיצד אני מפעיל אותה מחדש?שם החברה- אלבריה שובל יועצים בע""מתודה ובברכהעודד שובל",
"שלום , לא ניתן למצוא את הקישור להסרת קבלת הדוא""לים ממכם. אין זאת אם כי הסנדלר הולך יחף. נא לחזור ולעיין בלשון החוק ולאפשר להסרה בצורה ברורה וקלה. ולבנתיים, אבקש להסיר אותי מהרשימה לאלתר : 77inbal@walla.co.ilתודה.",block
"שלום, שוב מקבלת הודעות מאנשים שהמסר שלי מגיע ריק. זה כבר קרה כמה פעמים בעבר ואשמח מאד לעזרתכם. תודה ויום טובנועה",
"האם אני יכול ליצור רשימות דיוור של לקוחות, מורים רופאים מתוך מאגר נתונים שקיים אצלי ולשלוח להם מייל ראשוני. כי אחרת ליצור רשימת דיוור על ידי הרשאה מראש נראית לי מעט מסובכת",support
"אבקש ליצור איתי קשר טלפוני,  תודה אודי.",
בשם מלון הים האדום באילת נשמח לקבל פרטים נוספים- פקס- 086370002,
"צהריים טובים. ניסיתי לטעון רשימת אנשים קשר בעברית- כל השמות הפכו לסימני שאלה. כיצד ניתן להעלות את הרשימה כך שהשמות יהיו קריאים ושמישים?תודה ויום טוב,אפרת",
נשמח להתנסות במערכת ישראטק.,
מנהל מכון עמית,
מעוניין לרכוש את השירותאני עדיין חייל ולא תמיד אוכל לענות באותו רגעאבל תנסו שוב ואני אענה...תודה מראש,
קיבלתי מייל פרסומת מחברה שעובדת איתכם בשם - FXCM.מעולם לא נרשמתי לחברה זו. מעולם לא נרשמתי לרשימה שלכם.אשמח לדעת מהיכן קיבלתם את כתובת המייל שלי.כמו כן אשמח לדעת כיצד אתם מטפלים במקרים בהם אנשים פרטיים מקבלים פרסומות לכתובת הדואר שלהם ללא הסכמה מפור,
ברצוני לקבוע פגישה בנושא מועדון לקוחות תודה,
"בייים לא ביקשתי ממכם לשלוח לי ספאם, מדובר בשקר ועברה על החוק. הסירו אותי מהרישימות שלכם באופן מיידי אחרת אתבע אותכם.",block
מעוניין לנסות את המערכת,
אני רוצה לשלוח אימייל עם קובץ mp3 וגם PDF פעם בחודש ל1000 איש.האם אפשר?דוד לפקו,support
נרשם לחץ בטעות על הסרה וביקש החזרה. מה עושים?,support
מוחק את כתובת שלי מייד,
"אשמח לעצב לכם את הלוגו  הוא איננו מעודכן, איננו משקף את הגודל שלכם",
מבקשים הצעת מחיר אטרקטיבית לדיוור אלקט,sales
"שלום,אנחנו מעוניינות לפתוח חשבון. יש לנו מספר שאלות בנוגע לשליחת צ'קים ולחוזה העבודה מולכם. נשמח אם תוכלו לחזור אלינו.תודה",
"ד""ר   שלום!זה אמנם משמשע אבל חשבתי שתשמח לדעת שיש עוד ד""ר   והוא בן דוד של אבא שלי,הוא גר בשוויץ והוא רופא ילדים.",
חשבון עבור עמותה - איגוד היועצים והמאמנים לכלכלת המשפחה,
"שלום , המערכת שלכם נראית מאד מתאימה לנו אולם מכיון שאנחנו בתחילת שניה ולקראת סיום בניית התקציב שלנו אני מבקשת לקבל בשלב ראשון את העלויות של קניית המערכת. האם הרכישה היא לעמדת מחשב או לחברהץבהתאם לזה אצור איתכם קשר בהמשך במידה ונחליט לרכוש.          ",sales
מעוניין בשרת דואר יוצא לצורך שליחת מיילים שיוצאים מהמערכת שלנו.מדובר בכמות של מעל 10000 שליחות בחודש.הדרישה שלנו שהמיילים לא יכנסו לתיבת ספאם אלא לאינבוקס.אין לנו צורך בניהול ניוזלטרז או תבניות של מיילים בשלב זה. בהמשך ייתכן ונחבר את המערכת שלנ.,block
"מעוניין לפתוח חשבון ישראטק בהקדם, אודה אם תוכלו להתקשר אליי מחר יום שני בשעות הבוקר עד 10 תודה",
"שלוםצפיתי בהסבר על המערכת ונראה שהיא תתאים לנועל מנת להתחיל אני צריך ליצור רשימות תפוצה שכוללת אישור דיוור מהנמעניםהאם ניתן ליצור מסר רלונטי שישלח למספר אנשי מפתח, מהם יעבור המסר לרשימות שלהם ואישור קבלת הדיוור מהם יחזור ישירות אלי למערכת?",sales
עסק חדש ללא רשמת לקוחותמה עושים?,
"קיבלתי חשבון התנסות חינם מאתר ifree.org.il א, בשלב הראשון אצלכם אני נתקל בבעיה בהזנת כתובת האי מייל וכך אינ ני יכול להמשיך את התהליך.",support
"ברצוני לקבל עליכם פרטים:לקוחות שלכם ומחירים לדיוור יומי של מעל 200 אלף ביום, 6 פעמים בשבוע.",sales
ברצוני לוודא אם רשימת הדיוור שלי נשמרת אצלי כדי שלא תיחשף לגורמים אחרים היכולים להשתמש בה.,
"שלום, לעסק שלי רשימת אימיילים של לקוחות שנאספו תוך כדי עבודה, ללא אישור אלקט לקבלת ניוזלטר. אם אשלח ניוזלטר לכולם- האם במערכת שלכם יש אפשרות לשלוח אימייל ראשון בו בקשה מהלקוח להרשם לרשימת התפוצה?תודה",sales
אבקש להקפיא את המינוי אשר על שם סוכנותי ח.פ 513503177,
אבקש לבטל הפצת המייל שלי לגורמים פרסומיים שונים. הייתם צריכים לקבל אישור ממני להפצת המייל. אם הפרסום לא יופסק מיידית אשקול תביעה.,block
מעוניינת להקים ניוזלטר- אנא צרו עמי קשר!,
"כמה תווים יש בכל הודעת SMS? אני צריך חבילה של כמה עשרות אלפים לתקופה של עד שלושה חודשים. יש מחיר מיוחד לכמות כזו? תודה, ליאור",sales
מעוניין לקבל הצעת מחיר,sales
"מחפשת לרכוש רשימות מיילים או טלפונים לפי סיווג מקצוע , האם יש בידכם אופציה כזו",sales
"שלום . לאחרונה אני נתקל במספר  ולא מבוטל של דוור פרסומי כזה או אחר שנשלח באמצעות המערכת שלכם.אני בשום צורה ובשום אופן הרשמה לא ביקשתי לקבל דבר מאותם שולחים ובטח ממערכת הישראטק.לידיעתכם, שליחת מידע והפצתו באופן זה הוא עבירה והנכם נדרשים להפסיקו מ",block
הצעת מחיר,sales
מתעניין בשליחת מיילים,
היי התנסיתי במערכת והייתי רוצה לפתוח מנויאשמח שתחזרו אליי מחר (יבי) בבוקר תודה! מיה,
בעל חברה +מיילים זניולטר,
"אני מקבל כבר 4 פעמים מייל לא רצוי... ע""ש ניר דובדבני...אני מבקש להסיר אותי בפעם האחרונה מרשימת התפוצה למייל הזה...תודה!",block
נא למחוק אותי מיידית מישראטק שלכםתודה,block
"היי, הטמעתי את הקוד האוטומטי שלכם באתר שלי. התצוגה שלו לא הכי תקינה. כיצד אפשר לפתור זאת?",
מבקשת להסיר חברות ולבטל את השירות תודה אורית,block
"אנא צרו עימי קשר בשעה 13:30 מאוד חשוב.חודש מוצלח,תומר",
ניסיון,
"עוד פעם אחת אני מקבל מייל מכם, אני פונה למשטרה על הטרדה.",block
בחשבון שפתחתי לניסיון על שם Schocken ניסיתי מספר פעמים לשלוח מייל לעובדי ההוצאה. לכולם זה הגיע לספאם. (domain @haaretz.co.il(. אני מאוד מעוניינת לעבוד איתכם אבל חייבת לפתור את העניין שהמיילים צריכים להגיע גם לאנשים בדומיין הזה.תודה היעל הדס,support
נא התקשרו אלי לקבלת הצעת מחיר,sales
רציתי לברר על תוכנית השותפים. מעוניינת להיות שותף ממליץ.,coop
אנא חזרו אלי בנושא פתיחת חשבון התנסות למשך שבועיים. תודה,
מעוניין בפתרון איכותי למערכת דיוור עבור לקוח גדול שלי.אשמח אם תצרו עימי קשר על מנת לבחון את הפתרון שלכם,
אני מתעניינת במערכת.אחראית על ארגון גדול-,
מעוניינת לברר פרטים לגבי הישראטק ולהתחייב לחבילה.,
האם יש לכם אפשרות לעצב את הדף של המשלוח אם כן אם אפשר לעדכן אותי אני מעוניין להפיץ לרשימת איימייל קבוע לרשימת לקוחות,support
שלום ברצוני לא להיות ברשימת תפוצה שאתם שולחים לי את המייל הזה ואני לא מצליח להוריד אותי אבקשכם להוציא אותי מרשימת התפוצה ואם לא כן אתבע אתכם בבית משפט על הטרדה,block
"שלום ,חברת ""התובנות שבלב"" היא חל""צ המייצג בירשאל את ארגון Insight Seminars הבינלאומי.רשימת בוגרי הסמינרים שלנו הולכת וגדלה ואנו בודקים אפשרות לשימוש במערכות אימייל כמותי.יש לנו כמה שאלות בנושא. נשמח אם תחזרו אלינו בהקדם.בברכה,ענבל גלפ",
"שלום,שמי יגאל רווה, שם משתמש yigalraveh, ולפני כשבועיים רכשתי מנוי לשנה נוספת במסר.אשמח לקבל שוב את קורס המתנה בשיווק באינטרנט ששלחתם לי כשנרשמתי בשנה שעברה (הלינק לוידאו לא עובד).תודהיגאל רווה",
אנו מעוניינים לייבא רשימה של 4 מיליון כתובות ולבצע דיוורים פעם בשבוע,
"שלום וברכה, אני רוצה הצעת מחיר לדיוור דו חודשי ל2000 כתובות מייל",sales
מבקש עלויות השירות.,
שלום מעונינים להרשם לשרות ולבדוק את המוצר תודה שחר,
"It’s an old truth:  people won’t beat a path to your door if they don’t know where your door is.  If you’re high on the Google list, the door to your business is right there to see and to use.  We can improve your rankings so the door stays open.  Email u",
"אשמח לדעת עלויות לכ- 40000 מיילים בחודש, האם העיצוב יכול להיות שלי?",support
"בבקשה ליצור קשר בדחיפות, נרצה לשלוח מסר אלקט לפני חג החנוכה עד 600 מיילים.",sales
מעוניין בפגישת היכרות בשיתוף עם מחלקת השיווק שלנו. אנו מעוניינים במערכת שתוכל להתממש עם מערכת הERP שלנו,sales
"האם יש אפשרות שתשלחו אלי למייל מחירוןואולי גם איזה סרטון הדרכה אם קיים? או דמו של המערכת?בתודה,הילה",sales
"שלום,קיבלתי מייל שמופץ דרך המערכת שלכם, והלינק שאמור להסיר אותי מרשימת התפוצה לא עובד. מבקש להסיר את המייל שלי מרשימת התפוצה שלכם. אנני מעוניין לקבל מידע פרסומי על שום דבר בכלל, מאף אחד.",block
מעוניינן לרכוש את השירותים שלכם,
"שלום !, אני כרגע החול לכן לא זמין בטלפון,הייתי רוצה לברר מספר דברים1)האים אתם עובדים עם אתרי מבוגרים?2)האים ניתן לייבא תבניות מיילים?3)האים המייל שלי לא יתקע באמצע כדואל זבל? הבנתי שזה קורה לפעמים והייתי רוצה לקבל על זה קצת מידע",sales
האם המערכת מתאימה לעבוד עם תוכנית CRM של מיקרוסופט למשל?,support
אבקש מחירון שלכם עבור רשימה של 5000 מיילים,sales
אנחנו מפעילים דיוור עבור מספר לקוחות. האם ניתן לנהל מספר לקוחות תחת חשבון אחד? שכתובת השולח תשתנה בהתאם לרשימת התפוצה? והאם יש לכם תוכנית RESELLERS?תודה,support
"לא ניתן לצפות בסרטון שבאתר, ובהקלקה על כפתור ההפעלה נשמעת קריינות כפולה!!",
אשמח לקבל פרטים על השירות,
נרשמתי לחשבון התנסות וכשאני רושמת את השם משתמש והסיסמא אומרים לי שהם לא נכונים,
"שלום,ברצוני להתעניין בנוגע להפצת ברכה במייל לרשימת דיוור לרגל החגים + עריכת סטטיסטיקה בנוגע לקבלתה/פתיחתה.אשמח אם תוכלו ליצור עימי קשר לצורך קבלת פרטים בנושא.בתודה מראש,ליאב איסמן-פרץ",
מבקש להעמיד מערכת ישראטק ללקוח שלנו  כפתרון נוסף למכלול הדברים שנעשים על ידינו עבורו ברדיו ובטלויזיה .,
הצעת מחיר לשימוש מופחת,sales
מעוניין בהצעת מחיר למשלוח דיוור אלקט,sales
אשמח לקבל מידע לגבי חשבון לשליחת SMS,
ברצוננו לחדש את המנוי אנא חזרו אלי בהקדם!! תודה,
מנסה לפתוח חשבון התנסות אך המעכת מזהה את כתובת המייל ואינה מאפשרת. לא פתחתי בעבר חשבון התנסות אך אני מקבלת מכם דיוור שוטף. בכל מקרה אשמח לפתוח חשבון מלא.תודה,
"שלום .מספר חודשים טרם סיום שנת השירות עליה שילמתי ביקשתי להתנתק מהמערכת.כלל החשבונות שלי נמחקו ע""פ בקשתי. לעומת זאת המשכתי לשלם כרגיל. נאמר לי שהתשלום ימשיך לרדת מכרטיס האשראי אך ישלח אלי צ'ק הביתה עם ההחזר הכספי. לצערי ה לא עמדתם בכך ולא נשלח אלי",
שלוםברצוני לפתוח ניוזלטר לעמותה ישראלית אפשר לקבל הצעת מחיר לעד 1000 נמענים?  תודה ניבה,sales
מעוניין להצטרף לישראטק,
נא ליצור קשר,uncategorized
"שלום ,פניתי אליכם לפני מס' ימים ואני פונה שוב באותו ענין! אני רשומה לסדנא שלכם שתתקיים ביום ב הקרוב. לפני הגעתי לסדנא ברצוני להתנסות במערכת שלכם. בנסיוני לפתוח חשבון התנסות המחשב מודיע לי כי כתובת המייל שלי נמצאת במערכת. כנראה שנרשמתי בעבר אולם לא עשי",
מעוניינת לקבל מידע לגבי שליחת ניוזלטרים.והאם אפשר לעשות זאת גם אם אין לי עדיין אתר?,sales
"תמחקו מיידית את התיבה הזאת מכל רשימות התפוצה שלכם. בשבוע האחרון עשיתי ""הסר מרשימה"" 5 פעמים על מיילים שונים. זו ההתראה האחרונה שאני נותן לכם לפני שאתחיל לפעול נגדכם.",
"מבקש יצירת קשר עם ד""ר   אישית לבדיקת התקשרות עסקית עם ישראטק ברמה של הבעלים . אלי סהר",sales
נא להסירני סופית מרשימת התפוצהלאור בקשותי- טרם בוצעעל מנת למנוע אי נעימות אבקשכם לעשות זאת מיידית,block
"האם ניתן לבצע קליטה אוטומטית של הלקוחות לבסיס הנתונים של ישראטק? האם ניתן לשלוח מיילים ע""פ קטגוריות שונות מבסיס הנתונים שנקלט?",support
שלחתם אליי אימייל בניגוד לרצוני וללא שמסרתי לכם את כתובת המייל שלי. שמרתי את המייל ששלחתם אליי ובמידה שתשלחו עוד פעם אחת אתבע אתכם לדין בבית משפט . ראו הוזהרתם.משה ברנשטיין,
אבקש להצטרף להשתלמות תפעול המערכת במידה ויתפנה מקוםתודה,
